tweet_id,tweet_text,labels
1114023412370952193,my big sis say “ion need a nigga im what a nigga needs”😂 https://t.co/kIydYjrrzU,"[0, 0, 0]"
1061118758192902144,teen black free blowjobs machine male rebecca linares tight cunt switzerland   https://t.co/qsKomzDwdr,"[0, 0, 0]"
1115370316023390209,Via: https://t.co/f34GJPyh7u MILF babe with big tits Lisa Ann masturbating her cunt in the office... https://t.co/xzyX7tclR5,"[2, 2, 0]"
1062300103275364352,Full Video: https://t.co/19K6hQVvot Rachel Starr Slicing Twat On A Hammer... https://t.co/qiiymGCa6H,"[0, 0, 2]"
1108242523254853636,Ready to serve that sloppy deep throat for her nigga to fuck hard https://t.co/SifAIUHsk6,"[2, 0, 0]"
1108975360924966912,Vault Release: Twat love taps [MP4 - 480p] https://t.co/WkswhHYBHt #SPANKINGPOV via @C4SUpdates https://t.co/AvgF7oaQmk,"[2, 2, 2]"
1044609032496050177,Watch it: https://t.co/WfligJYtg7 Tickle My Redhead Twat... https://t.co/IMvt4DrjzK,"[2, 0, 0]"
1062276472314970112,Caning of cunt https://t.co/jAp6czwZTn https://t.co/vjdlz24ueI,"[2, 0, 2]"
1062135843664617473,Yes am a faggot https://t.co/LtSzLxykpC,"[3, 5, 0]"
1108495984810692613,Melody stuffs her ebony twat with a dildo https://t.co/BUYmSSfrg7 #AMATEUR via @C4SUpdates https://t.co/joy5qAECOl,"[2, 2, 2]"
1106932216553193472,Full Movie: https://t.co/O3k6GHfElW Gorgeous babe in uniform with big tits discloses her cunt... https://t.co/KAFiCgQk6n,"[2, 2, 0]"
1114715659152384000,"I don’t even chase liquor, why would I chase a nigga? #myasu #asu22 https://t.co/BwGbX7NGKW","[0, 2, 0]"
1107099838439718913,Nobody:  Literally no one:  Not a fkn soul:  Me: ain’t no fat nigga tellin’ me what he ain’t eating https://t.co/p7MZY1u1HE,"[0, 0, 0]"
1035295534490087424,https://t.co/AIIfCMTRim  [JAVHD] Ibuki Akitsu Asian with big jugs has shaved twat fucked by masked https://t.co/UJbAcqx6Ts,"[2, 0, 2]"
1109914862614921216,Skype: Slavedk19. RT me if you think I'm a pathetic faggot https://t.co/wBpzsz4y9w,"[0, 0, 2]"
1117654136953167872,Alexis Texas gives head and gets her juicy cunt slammed tough https://t.co/9xi0XoKjKW,"[2, 2, 0]"
1023973314795065344,Watch it: https://t.co/vqwt9PtmIH Busty Rachel RoXXX takes off her panties and touches her cunt... https://t.co/AHN8HATUaM,"[2, 0, 0]"
1109774254625771520,don’t you just wanna thank the lords for being a dyke https://t.co/Nl2OXAwWeV,"[2, 5, 3]"
1037416878417895429,Full Video: https://t.co/OBzgxXFvge Busty babe in shorts Angelina Valentine spreading her twat and butthole... https://t.co/RkS6HEFjX7,"[0, 0, 0]"
1116495001276624896,Ass Cunt Swap - https://t.co/AX0twQMQ0P https://t.co/X0QiYTG7uu,"[2, 2, 0]"
1114626229653659648,White Trash Part 1 – Alice https://t.co/fiM5gE1BcR https://t.co/HNYOZMJ0Ub,"[0, 2, 1]"
1114313150952878080,blessed my nigga 🙏🏽✊🏽👐🏽 https://t.co/GzBZRN3uma,"[1, 1, 0]"
1113000164090896386,Full Video: https://t.co/k3blXtZMl1 Busty babe in shorts Angelina Valentine spreading her twat and butthole... https://t.co/ELVArXWah4,"[2, 5, 3]"
1106990778813988864,@GetFlexSeal This nigga https://t.co/uz8oUjJhtt,"[0, 1, 0]"
1106523822142955521,This #faggot #slut wants your #cock and #cum https://t.co/WGWSjr3EPu,"[0, 2, 3]"
1035535403330297856,Full Video: https://t.co/JT2q1QzpmS Lascivious wife Tori Black demonstrates small tits and shaved twat... https://t.co/jaLjtKIRfl,"[2, 0, 0]"
1108025873519833089,You faggots are pathetic. Serve me #cashmaster #cashfag #faggot #fagcash #fagtax #findom #findomaddiction https://t.co/IksyMD3Aqa,"[3, 2, 2]"
1114745646580490241,Censored BABE★COCK (Sissy-Safe) #babecock #cock #sissy #faggot #batecocktobabecock #censored #sissysafe https://t.co/5JAPM9xqUr,"[0, 0, 0]"
1061178685842210816,Click here for more Pictures: https://t.co/zhNV89wh5u Jesse Jane Fingering Her Wide Open Cunt... https://t.co/e5GaJHzPaj,"[2, 0, 0]"
1023999587210682374,Via: https://t.co/sZCDZA9G2N Ebony hottie gets her shaved cunt nailed and takes a cumshot in her mouth... https://t.co/HWn6t5vVVe,"[0, 2, 3]"
1106886111694082050,Full Gallery: https://t.co/Ra8zsoAo6o Kinky Wife Jayden Jaymes spreading her twat while in heels amp fishnets... https://t.co/3vlcys3MkB,"[1, 0, 0]"
1061806192819888129,Got me a throat fucking. Comments welcum. #gagthefag #bbc #faggot https://t.co/RkLGbvZ349,"[3, 0, 3]"
1114830954894372866,Faggot! Drink fresh juice in the morning 😍😘😍😘😍😘😍😘 https://t.co/xiy2wH3XBs,"[0, 0, 0]"
1063854902408024064,🤣🤣🤣🤣YOU LOSE CUNT https://t.co/8rbhXvhDcU,"[0, 0, 2]"
1107334797137829888,Furry cunt trained for the big boys. Who needs to nut? https://t.co/6YoliEZimg,"[1, 0, 0]"
1108229003310071808,@24istheonlyone Here’s a cunt representing the United States https://t.co/UkYRGLliON,"[2, 2, 2]"
1115792758520856577,Always a nigga like this jumping in the mentions on some bullshit. https://t.co/UCH9rMpGxW,"[1, 0, 2]"
1061772301404946433,group orgy fishnets cock docking slapped hubby bigass real tight cunt gay bukkakeboys cumshots https://t.co/miNrwubUH4,"[0, 0, 2]"
1025027583577124864,Full Gallery: https://t.co/Q8zhYPJWbK Stunning babe Aletta Ocean takes a bath and pleases her cunt with toys... https://t.co/dcTSbEsIj1,"[0, 0, 2]"
1055256233077178368,Like father like son. Both have hungry #faggot #cunt. #dadandson #muscle #feet https://t.co/gd8ruPNcT8,"[3, 0, 3]"
1055119058507567105,Dirty blonde BBW Codi Vore fingers her moist twat after stripping to OTK socks https://t.co/sb27RE52rS https://t.co/VJTJjtOv26,"[0, 0, 0]"
1106817963280293888,Inconsiderate. Late ass. Drunk ass. Nigga. https://t.co/F3NbPDtwbZ,"[1, 1, 0]"
1109271909932253184,Real nigga season 💯 https://t.co/1jEVROQu3e,"[0, 0, 0]"
1108138494667325440,This nigga fucked my shit up https://t.co/YjQu2kUJve,"[0, 1, 0]"
1113988476800720897,@BougieLa Have you seen the fine ass nigga from that show Salvation? https://t.co/7zH54N5Djj,"[1, 0, 3]"
1063010512693288960,Watch it: https://t.co/Wr0pS6kOMy Hot busty MILF is stripping to her stockings to expose her slutty twat... https://t.co/QAK71lPf1v,"[0, 0, 0]"
1114118028822818817,By: https://t.co/KLMVRypHpn Voluptuous MILF in stockings Lisa Ann stripping and teasing her cunt... https://t.co/xQxEgVQZcO,"[0, 0, 0]"
1110222208947900416,Full Movie: https://t.co/B8e4BfeqQU Pornstar babe with big hooters Angelina Valentine teasing her cunt... https://t.co/ngVCKeliVT,"[0, 2, 0]"
1024110470431690752,Watch lesbian movie: https://t.co/7shjSHZJxo Tickle My Redhead Twat https://t.co/nWJyzrAVkw,"[0, 0, 3]"
1107006810379243521,"Sometimes I miss living in Ohio. 😫 This nigga had sloppy head, no gag throat, and an insatiable desire for this 🍆. https://t.co/4sdqqmzUM2","[1, 2, 0]"
1114428351836499968,Full Video: https://t.co/SjlvKXEFkq Horny MILF babe Tori Black fitting a massive black cock in her cunt... https://t.co/7Dawayqv5B,"[0, 2, 3]"
1116498688883531777,Some Cunt of Magic A Kind of Magic by Pandoras Box https://t.co/46WKSGY8NL https://t.co/iv8WKbcM7a,"[0, 0, 0]"
1062153514149863424,haize strap black milf cytheria dp creampie dyke gaycock tattoo united kingdom   https://t.co/JnaszSvUQa,"[0, 1, 3]"
1056534075073314816,New photos of Slimff on my Tumblr https://t.co/SjXYK0b6Ao https://t.co/Jpr41YkXGh,"[0, 0, 2]"
1064231615730278402,My hair looks retarded https://t.co/urcqJE7SgB,"[0, 0, 5]"
1115049438454661122,@SwankSinatra88 @lilyodiebryant Nigga called it a bonnet.... there’s exactly what it is too LMAOOOOOOO https://t.co/2dOFdVKd2T,"[1, 0, 0]"
1062075724499222531,"Ass, Butt &amp; Cunt https://t.co/5A6dzXc0Kn https://t.co/ghNk0Capzv","[5, 5, 3]"
1054100114808160256,i just wanna say fuck this cunt😒 #BLEACH https://t.co/wVeLuxzSZc,"[0, 5, 5]"
1113151272507469824,@KimberlyEAtkins He's such a retard. https://t.co/SWw47x2P3l,"[0, 0, 0]"
1044980792038961152,Click here for more Pictures: https://t.co/1poQYxaaDl Madison Scott stuff old pole in her twat... https://t.co/oS9gWMenyP,"[0, 2, 2]"
1064165360537092096,With trimmed twat exposes her neat pussy hole in solo scene https://t.co/h1nB1NRPwF https://t.co/tBLx75Lg7c,"[0, 5, 0]"
1107068342110687234,"Young nigga a reckless, I don’t follow the rules 🤘🏽🤙🏽 https://t.co/lwjHilx2uJ","[0, 0, 1]"
1056588229577789440,My little nigger https://t.co/OJA8M2c8Bw,"[1, 1, 0]"
1024786268394323968,Big dyke energy. https://t.co/lJE3jwrkil,"[3, 2, 0]"
1061390788603666434,stockings spit big cum shot strangers chinese pussy chloe lamb amateurs watersports wet cunt nice https://t.co/HjzZ5SFGf3,"[0, 0, 0]"
1064153850486157312,The Full Gallery: https://t.co/1OmL8Mqfet MILF secretary Kelly Divine takes her time to show her cunt in office... https://t.co/Fga9MVPomY,"[5, 0, 0]"
1108559696611311617,She love a nigga dick https://t.co/gM2aRzvaYM,"[0, 0, 2]"
1114726022174388226,my@makeup today was cunt but now it’s doodoo https://t.co/cVvgqLJkze,"[0, 0, 0]"
1105483961000775685,boipussy ready to take #boipussy #sissy #sissyslut #sissygurl #sissyfag #faggot #slut #slutty https://t.co/PDG07JwKEk,"[2, 0, 0]"
1114242767063068672,Feeling like a horny dirty faggot tonight! #faggot #fag https://t.co/nExVNIbakv,"[0, 3, 2]"
1057930988439920640,Thank you for buying! SLUT lets 3 guys take turns on her CUNT https://t.co/OiNgyhT5uJ #MVSales #ManyVids https://t.co/xPbg8H3J36,"[5, 0, 0]"
1024240080511217664,Watch it: https://t.co/llIWljPrkc MILF Ariella Ferrera gets satisfied with a huge cock in her cunt... https://t.co/qxwuZfmIXO,"[0, 5, 0]"
1115364851449200645,I'm such a dirty faggot 🐷 https://t.co/H3OHFLl8Xy,"[0, 3, 1]"
1115495777638539266,"Faggot Andrew,  just laying around all exposed #gay #faggot #exposed #exposedfaggot #faggotexposed https://t.co/lobc0EOblw","[3, 2, 2]"
1107661381082497026,this couch just called me a dyke https://t.co/qqWbYMjWwj,"[0, 0, 0]"
1108884689954189312,YEAH HE DID IT ..........CASE CLOSED GIVE THIS NIGGA THE CHAIR 😭🤮 https://t.co/06hzi5J9qu,"[1, 2, 3]"
1113570292834676736,@missbriannajaye I don’t have any NIGGA https://t.co/DmqqOItJmp,"[0, 0, 0]"
1107673125280514048,"Locked, plugged and ready for the work day, Sir. #faggot #sub #lockedsub https://t.co/2sKAMFZaJA","[2, 0, 3]"
1114346252219637761,"CEO statue , all my nigga savage 🎶 https://t.co/vOIteyX3SC","[0, 0, 0]"
1110521629841461248,"last night, I had a dream that Liza Minnelli ran up to me on the street and called me a faggot WHAT DOES IT MEAN https://t.co/tgaiqlKBoO","[1, 0, 0]"
1053335673086853120,anxiety decided to creep up on a nigga at the worst possible time https://t.co/ZAFWSXGIIe,"[1, 0, 1]"
1051172747865337856,Hardcore Fetish Series: Sounding 6: Wet Punk Faggot https://t.co/sd6wzf6Eg6 https://t.co/kyoP0SFPPq,"[0, 5, 0]"
1108097557346045954,"Hope Solo, delicious, creamy, syrupy nectar in her cunt, yum licking. a gorgeous fabulous woman. https://t.co/8PMJZHNdTi","[0, 2, 3]"
1106833279326584832,getting revenge using a big plug on his boy's cunt before finishing the fuck  https://t.co/Q7bb0vc0Q7  https://t.co/VP9pMuf8Ns,"[0, 2, 2]"
1113453640222744576,Watch it: https://t.co/soE9vkiiEt Insanely seductive babe Tori Black posing and showing her sweet twat... https://t.co/MwmtBxe3ae,"[2, 2, 2]"
1117276317643419648,Full Video: https://t.co/I1TPAC1RxY Lascivious wife Tori Black demonstrates small tits and shaved twat... https://t.co/zfnr7ro5F1,"[2, 0, 0]"
1113091996753641472,@rioduhmonster you and that retard can both suck my dick! https://t.co/v8jo57K2Ik,"[2, 2, 2]"
1062502779674071042,loosening up my cunt.. here goes nothing 🥰 https://t.co/flRCpPtzxF,"[0, 5, 0]"
1047242764746932224,@tico @SYMM3TRA @rebelIing @ezthab @xuteq_ @OhItsJune Nope just retarded... https://t.co/t69AYv9SVn,"[0, 0, 0]"
1109508028829786114,You cum deep in her cunt as she screams ... her body shaking .. cum leaking from her https://t.co/21vxnqxTFw,"[2, 0, 2]"
1114242971979923457,Full Gallery: https://t.co/iFlJfuDT1T Curvy Latina MILF Eva Angelina sucks dick and shaved cunt rides cock... https://t.co/ZfaGwgibKB,"[2, 0, 0]"
1109294586579570688,@Etika IM UP IN HERE FROM TEXAS NIGGA https://t.co/O9nLPEdEaV,"[2, 0, 2]"
1036332961174573056,The life of a #Faggot #Fuckhole https://t.co/Op5ST4mAJB,"[3, 3, 0]"
1107459749845630976,My nigga should be just like this when I’m walking in from work 😋@NICKIMINAJ . https://t.co/wrQkzbx8hP,"[0, 0, 0]"
1115800347602190336,Grab That Big Ass And Cum In Her Cunt 8 Hours https://t.co/V7tuDPBZl4 https://t.co/L7Zi5hD6er,"[2, 0, 1]"
1107379905300480001,Full Movie: https://t.co/qGcWpqzs3k Immensely hot latina MILF in stockings gets her trimmed twat drilled tough... https://t.co/tBl7L47hFM,"[3, 2, 0]"
1109479652836417536,@witmy_woes He just a nigga https://t.co/6pF6ypdN9j,"[0, 0, 0]"
1057144845964402688,Rt i search dirty master screenshot blackmail and hacker Im faggot for all on skype:toutenue6 https://t.co/zMcD50uzPb,"[0, 3, 5]"
1116941427571941376,give your nigga pussy whenever bro https://t.co/yv5oG08b5f,"[2, 2, 1]"
1042265160474415105,Robert jessop Sissy faggot https://t.co/ENFioFRvlK,"[0, 3, 3]"
1108452861078327296,When you on a date but see the nigga you be texting while you’re out https://t.co/K3Ahg4wqAK,"[0, 0, 0]"
1050993365813100546,@JSCearbhaill @1foreverseeking @AndrewRamosTV A crazy ass rich elite #feminazi https://t.co/4WjVRbM7Xp,"[0, 0, 0]"
1108828316902047745,Via: https://t.co/KNQZ5aMRed Older and younger lesbians Veronica Avluv and Cali Sparks eat cunt and ass... https://t.co/j13x8z57eK,"[2, 3, 2]"
1117643323186061313,Alexis Texas gives head and gets her juicy cunt slammed tough https://t.co/qSLdI6YFjy,"[0, 0, 0]"
1061812930654728193,The Full Gallery: https://t.co/zotw1wtuf1 Amateur babe Kelly Divine slides a huge dick in her wet cunt... https://t.co/8TsO62twGI,"[0, 0, 0]"
1113512549247483905,This cunt's more than ready for a big thing or two 👍 https://t.co/ojPN4p3TKd,"[2, 0, 2]"
1113991795539611648,Real Ass Nigga Give A Fuck Bout A Bitch ! 💔💙 https://t.co/643jJrI4Pd,"[0, 0, 2]"
1109210820616089600,Pregnant whore Katarina Dubrova gets her cunt dicked and jizzed https://t.co/AIR5a1pfDz https://t.co/T13bCQpWGi,"[0, 0, 0]"
1115510953913745409,Hope you had a great birthday 👇🏾👇🏾 Her lookin ass nigga .... love ya sis @curlyahl https://t.co/8d0iKt6G2Q,"[0, 1, 0]"
1063938134730252288,By: https://t.co/jSAIplAuq8 Busty babe slips out of panties and rubbing shaved twat... https://t.co/lQH31NDTbI,"[0, 2, 3]"
1058525930149138432,Nicolette Shea letting a lucky ass dude finger her cunt! https://t.co/DQshp98sDz,"[0, 0, 0]"
1058974642067582976,"Juvenile Naughty Teen Sweetheart with Mini Titties, Stiff Nips and Tight Shaven Cunt https://t.co/NXsvS9ZfYH https://t.co/N7vRYjZIMN","[0, 0, 0]"
1114964549789212673,My nigga moto moto goin crazy https://t.co/h0LoqhlLEw,"[3, 2, 2]"
1062085360195461120,Nude - Model - Legs Spread   💕❤️  #Adult #Blonde #Nude #Model #Lingerie #LegsSpread #Pussy #Lips #Cunt https://t.co/rfaboZPES9,"[5, 0, 0]"
1116866183632912384,“you was just another nigga on the hit list”   hit list: https://t.co/An2q2VA1Jd,"[2, 0, 0]"
1107887520396775424,"What's missing from this picture, faggot?  Your tongue on my 30-hole cherry boots https://t.co/tqhZl4bnKN","[3, 0, 0]"
1113624575043088385,@kingcofield i don’t like your hair so i can call you a faggot?  i don’t think that’s how it works https://t.co/VYPsEuLRHW,"[0, 0, 0]"
1113216398833192961,Rihanna isn't slowing down. Bronzers my nigga? https://t.co/7dqXLuo49u,"[0, 0, 0]"
1051246264296398848,Me: oh what a coincidence   Conspiracy theorist: https://t.co/rVu04eg3N7,"[0, 0, 0]"
1108425853493489666,I need a nigga who go fuck me senseless 😩😩😩😩🙇🏽‍♂️ https://t.co/sE8cwjAOqs,"[0, 0, 2]"
1113137551689310209,@Zari1of1 you can’t dodge me. People gon see me under all your tweets nigga *turns notification on* homophonic ass https://t.co/3keIfJd5Rk,"[0, 1, 2]"
1035501362044461059,Full Gallery: https://t.co/HEq0KnMFsl Dani Daniels stripping off her lingerie and toying her hungry twat... https://t.co/bKGuQANWUB,"[2, 1, 2]"
1053393741090742273,My pretty blonde stepdaughter is my consolation cunt https://t.co/voXEmCTW8u https://t.co/QIJFCCg0fr,"[0, 2, 0]"
1115607004867907584,Full Gallery: https://t.co/7NrBm5rMyC Cute babe with a stunners body Tori Black shows her shaved cunt... https://t.co/pAbTW017Sr,"[0, 0, 2]"
1055238400943513602,New post (Un-Cut Cock Will Rock a Cunt!) has been published on Honest Dick Rate - https://t.co/vlEa6MDVeV https://t.co/pU7hBI7WJf,"[0, 0, 0]"
1115087824242511872,The fact she look like this but also don’t let any type of nigga get her attention &gt;&gt;&gt;&gt; https://t.co/H9C1MUWiNl,"[2, 0, 0]"
1113916994657636371,"I’m a sissy faggot, and am so desperate for cock. Boys, dm me. 😊 https://t.co/0UTjgkyP63","[2, 2, 2]"
1024892281445408768,After I cover you with my cum I'll use your cunt to clean up my cock. https://t.co/T75Jd1Nth6,"[2, 0, 3]"
1110284313298378752,Damn he can get it nigga from new town https://t.co/AmhT2TzYeC,"[1, 2, 0]"
1060945289815748608,aleska black cunt free hardcore how to squirt lesbian feet real squirt step daughter untouched pussy greece https://t.co/o0YizgB73L,"[0, 3, 2]"
1051139474602827776,"YOU CAN BE THE FAG, BUT WATCH THE DYKE CONQUER! https://t.co/nuFiwPHFCv","[0, 3, 3]"
1106624259990962176,CUM AND FUCK  THIS SISSY FAGGOT  FROM WEST WARWICK RHODE ISLAND https://t.co/5Vz06H8CjD,"[2, 2, 0]"
1115716551926145024,@NuggehtVEVO Okay retard https://t.co/ZbED6b0cXC,"[2, 5, 5]"
1058060651971665920,Mom Spreading Her Pink Cunt Wide Open - https://t.co/h0NRJEdfJ0 - #milf #mature #gilf https://t.co/i2FcO77NjC,"[0, 0, 2]"
1106531510058999808,Via: https://t.co/qhT3HvyNna Gorgeous MILF Lisa Ann exposing her massive boobs and trimmed cunt... https://t.co/5uGdJHOlDC,"[2, 0, 0]"
1113474881528705025,"Who wants to see me suck this dick? #cocksucker #faggot RT, follow, like and comment 😈 https://t.co/VB7DvlER4a","[2, 2, 2]"
1054085749144989696,Another sale! Get one too! Cunt of Chucky https://t.co/PACmODa3q2 #MVSales #ManyVids https://t.co/VDgaZp5yas,"[5, 0, 0]"
1107762267729420288,My dad has to call my uncle to show my brother and I how he likes to have his cunt licked https://t.co/NQoTkU9i74,"[3, 0, 0]"
1062758745317490693,Full Movie: https://t.co/VkNYSSTI7w Stupendous MILF Nikki Benz taking off her lingerie and toying her cunt... https://t.co/CwVJ68sqg9,"[2, 5, 0]"
1110209525167071232,Full Video: https://t.co/L73hwo3LEx Gorgeous babe in uniform with big tits discloses her cunt... https://t.co/hld2pJPxqX,"[2, 2, 3]"
1116883994455494656,Need someone to fuck this cunt of mine at least once a week. https://t.co/Ip8hDI7nNR,"[0, 0, 2]"
1106839171883257856,This nigga was a hoe https://t.co/FOriic5Rvz,"[0, 0, 0]"
1109546514978869250,Edd getting his crotch smothered by hot trailer trash ass. https://t.co/7jHoL1EWJF,"[0, 0, 0]"
1115655954849304577,@888BBB88BB Wanna show your cunt in the next issue of naughty Slut Wife Magazine? https://t.co/rwgn1VfKD9,"[0, 2, 0]"
1113688240568057861,By: https://t.co/GoyZQrI3FL Gracious latina MILF Francesca Le with big tits exposes her wet cunt... https://t.co/61xdfQ91xd,"[0, 0, 0]"
1063810131664822272,Who wants to taste my sweet little cunt? I’m fucking horny and need entertaining. DM’s are open x https://t.co/5py7TXJ0Yg,"[0, 2, 0]"
1108514145454845953,After reading nero’s mind... About what is sweet surrender is.... https://t.co/tgF3o3LBOI,"[0, 0, 1]"
1041685882896572418,Via: https://t.co/92ySD6HKuq Busty office slut Jayden Jaymes gets her shaved twat drilled hardcore... https://t.co/gbT45EolQt,"[2, 5, 0]"
1110474311406706688,Full Gallery: https://t.co/RjR0hGMIWK Latina MILF Ariella Ferrera shows her big boobs and fingers her cunt... https://t.co/Q3S6vXc6aM,"[1, 0, 0]"
1114023109739339776,Big nigga daddy dick https://t.co/1xvaw96D9V,"[0, 0, 2]"
1107684840588091398,@yungbabytate @DesRaww That nigga is sooo problematic https://t.co/4jirV9nMJh,"[0, 0, 0]"
1109154343591251974,Via: https://t.co/seDahPyz7W MILF babe with big melons Francesca Le spreading her slutty cunt... https://t.co/ZMVwnJyt5F,"[2, 2, 2]"
1109983270022844417,nigga got potential 😶 https://t.co/s7WchlXZGS,"[1, 0, 0]"
1058475198939316224,@AmarachiGG @claire_kingg Nigga want to stay till 2023 https://t.co/LXWQodYKRc,"[0, 1, 5]"
1108920403546783744,Need a nigga do this to me https://t.co/rR4VrxL8aM,"[5, 0, 0]"
1114268777817038849,@allanharper1920 Clowned's a nigger faggot https://t.co/cEjFjjWMUy #like4like #follow4follow  Follow4Follow,"[1, 0, 2]"
1113847573310263296,"A faggot's dream, 3 massive white uncut cocks shooting hot loads all over this face. https://t.co/RFq3OeiN9T","[3, 0, 0]"
1108820855029751811,@vhsplus Nigga rolled the blunt like😂😂😂 https://t.co/WfohjkTXXk,"[0, 0, 0]"
1064007235779612672,Who's gonna be the lucky cunt? https://t.co/JQAw4rLDD4,"[2, 0, 2]"
1109797718749265921,Bitch making that nigga dick drip with some real extra sloppy deepthroat https://t.co/Tt3wXckacg,"[0, 0, 1]"
1024041865342017537,Full Movie: https://t.co/2MPvF3VGR0 Curvy Latina MILF Eva Angelina sucks dick and shaved cunt rides cock... https://t.co/fhBSXb6JqG,"[0, 4, 0]"
1109601637193015296,Surrender.  🔑 @DoujinsApp 🔑 @Nguyend40127208 🔑 @Hentai_Babess https://t.co/n3P5ozAm2o,"[0, 0, 0]"
1043015920484986885,"@SmollBitch Don't call me a bitch you child , just look at this delicious nigger cock ~ https://t.co/cIJk5mNxdC","[1, 1, 5]"
1055882505604210689,Hot blonde Alexis Texas hard fuck on her hairy cunt https://t.co/c3e997yReq https://t.co/070OWrpvQL,"[5, 0, 2]"
1109924881913790464,Another faggot inspired and needing exposure 😈 @dmitrysolov https://t.co/hTqRz1swko,"[0, 0, 2]"
1105506506680741890,Full Movie: https://t.co/S3VsCG3Olb Hot blonde with gorgeous ass Alexis Texas strips and spreads pink cunt... https://t.co/0uSO5Nrbcc,"[2, 0, 0]"
1115777401512968193,I be feeling like this nigga when I win in uno https://t.co/vI1unZQzHp,"[0, 0, 0]"
1056621582175608834,Shock my cunt https://t.co/A2rrcQvq1T,"[2, 0, 2]"
1061833744414236672,Full blown trailer trash https://t.co/Ss2qMCbpEm,"[0, 1, 0]"
1107141008083566592,😏I know you like to watch me jerking off my cunt😱🍆💦💦  #karolina_rus #masturbation.ımmmm https://t.co/nocl6REOUS,"[2, 0, 5]"
1115236325815390208,Just cause i got massive boobs dont make me a fag slag cunt bag x https://t.co/9cmVSA1VdA,"[3, 0, 1]"
1061618164428169216,Full Gallery: https://t.co/7yQFKz5wqh Latin MILF babe Eva Angelina with big tits shows her pink cunt... https://t.co/MByB26y5CB,"[2, 0, 0]"
1107463041682231298,watch that cum drip from his cunt😍 https://t.co/TmrUzc7p8e,"[2, 0, 0]"
1106877209984274435,😏I know you like to watch me jerking off my cunt😱🍆💦💦  #karolina_rus #masturbation https://t.co/bIlQOsjrTZ,"[2, 0, 2]"
1109390530968866816,spray in the cunt https://t.co/FCTXxYgKWl,"[0, 0, 0]"
1053581693557370880,https://t.co/dxlNuetf9O Teen Girl Scout in bed #bj #cosplay #tits #cunt #wank #uniform https://t.co/WRS6YhQ8bx,"[2, 0, 0]"
1105614586584145921,"@scrubiatorzzz @LadduSenpai @uwumommi Bait? You are just too dumb, faggot otaku weeb. https://t.co/Xy9i3M4RJ2","[0, 1, 0]"
1109814491355774977,Full Video: https://t.co/bxO2ZK679z Gorgeous babe in uniform with big tits discloses her cunt... https://t.co/bBqrQXvC5u,"[2, 0, 0]"
1062777732055076864,Full Movie: https://t.co/xNj0R9waOw Pretty teenage blonde stripping off her dress and toying her cunt... https://t.co/QL38L5R6rV,"[2, 0, 5]"
1105152387306659841,@Cardi_C__ Why must you continue to try to make me the dyke in this?! 🥴 https://t.co/DULqBKAhZ6,"[1, 1, 2]"
1113068301960273925,That whole room smells like his cunt. https://t.co/9ND2QKSeDS,"[3, 0, 0]"
1116428520228564992,Full Gallery: https://t.co/ABrJJZngKg Stupendous MILF Nikki Benz taking off her lingerie and toying her cunt... https://t.co/mqHZnKC19T,"[2, 0, 0]"
1115309942670594049,True dyke energy is making vegan curry to @GIRLImusic ‘s new album while chugging an Aldi cider https://t.co/BtKk6o5wcL,"[2, 0, 0]"
1061762707622428673,ebony milf fuckparty cum inside dyke bride fuckinhd rough threesome foreplay face fuck close up pussy https://t.co/14V81UNsFM,"[0, 0, 0]"
1106977286358818816,"Ayyy POP out, Nigga we can ROCK out!!! https://t.co/mQla902bpH","[3, 0, 0]"
1105471500616904704,this nigga ain’t fuck in years 🥵 https://t.co/XRttiVYZmX,"[0, 0, 2]"
1036035051526471680,🔽Meet with Me at ⏬  💯😍https://t.co/aRGYvaE07A◀💫  Videos Bareback Hard licking Bedroom dyke X https://t.co/SMWu5dxVDY,"[0, 0, 3]"
1105215907813572608,@OctoberNaughty I think u need my big nigga cock stretching ur holes https://t.co/TmJZxWN8C2,"[3, 2, 3]"
1107379362683412480,"Hope you liked it, thanks for watching ""Dumping his load in my cunt"" on #AdultWork.com https://t.co/lNevycAUhR https://t.co/GSedQaQru7","[0, 0, 2]"
1057180382330785792,You wish you were waking up to these faggot 😂 https://t.co/OVmusxUnjm,"[3, 3, 3]"
1107947302847574016,My nigga Mekhi faded as shit https://t.co/7lLeK6adcX,"[0, 0, 0]"
1114337625886855170,And if I take your nigga it’s nothing you can do bout it 😜 https://t.co/Bb34slbdPD,"[0, 1, 0]"
1063562491270189057,my attempt at being a sweatpants dyke has failed https://t.co/8FkZl7QJBx,"[0, 0, 0]"
1105296897101783040,Full Movie: https://t.co/488xSDiD1q Busty blonde with bald cunt and nice ass taking hardcore fuck in stockings... https://t.co/LuC4sRv6JE,"[2, 4, 0]"
1035154319035822080,Watch it: https://t.co/ClNPOyXTF8 MILF babe with huge melons Karrlie Dawn spreads her shaved twat... https://t.co/djGsdMjnnr,"[0, 2, 0]"
1116354514049613825,Seeing a nigga from my past look like SHIT and in shambles has never made me happier 😂😂 https://t.co/7dkAL2zfkB,"[0, 0, 0]"
1108658788591120385,Full Movie: https://t.co/eDmIZcbmCR Monique Alexander and Tori Black lick ass and twat after giving 3some BJ... https://t.co/gMjnR3mE7E,"[2, 0, 2]"
